memberId,AVG_POINTS_BOUGHT,AVG_REVENUE_USD,LAST_3_TRANSACTIONS_AVG_POINTS_BOUGHT,LAST_3_TRANSACTIONS_AVG_REVENUE_USD,PCT_BUY_TRANSACTIONS,PCT_GIFT_TRANSACTIONS,PCT_REDEEM_TRANSACTIONS,DAYS_SINCE_LAST_TRANSACTION,ats,resp,offer,fetch_member_data_latency,calculate_features_latency,get_predictions_latency,assign_offer_latency,total_latency
A0F18FAA,500.0,2.5,500.0,2.5,0.0,1.0,0.0,2539,500.0,0.0029527559055118105,35% Bonus,0.009734153747558594,0.001110076904296875,0.011388301849365234,0.006360054016113281,0.028592586517333984
351FD0E1,7800.0,11.142857142857142,7800.0,11.142857142857142,0.0,1.0,0.0,2539,7800.0,0.013160854893138356,35% Bonus,0.0015208721160888672,8.0108642578125e-05,0.0033392906188964844,0.001993894577026367,0.006934165954589844
4534B5EA,-900.0,0.0,-900.0,0.0,0.0,0.0,1.0,2538,0.0,0.0,35% Bonus,0.0015063285827636719,6.175041198730469e-05,0.003034353256225586,0.0015208721160888672,0.00612330436706543
D70B88C5,6000.0,3.1578947368421053,6000.0,3.1578947368421053,1.0,0.0,0.0,2538,6000.0,0.004975021247486577,35% Bonus,0.0014002323150634766,4.863739013671875e-05,0.0035619735717773438,0.0016078948974609375,0.0066187381744384766
A2C53B36,6000.0,3.3333333333333335,6000.0,3.3333333333333335,1.0,0.0,0.0,2538,6000.0,0.005251411316791388,35% Bonus,0.0014595985412597656,4.9114227294921875e-05,0.0028901100158691406,0.0015232563018798828,0.005922079086303711
6902D348,1700.0,0.9444444444444444,1700.0,0.9444444444444444,1.0,0.0,0.0,2538,1700.0,0.0014878998730908932,35% Bonus,0.0015060901641845703,6.890296936035156e-05,0.0028870105743408203,0.0015232563018798828,0.005985260009765625
3A1B7EE5,-5900.0,0.0,-5900.0,0.0,0.0,0.0,1.0,2537,0.0,0.0,35% Bonus,0.0015020370483398438,4.887580871582031e-05,0.0030193328857421875,0.0014872550964355469,0.0060575008392333984
B92C2959,2800.0,1.4,2800.0,1.4,0.0,1.0,0.0,2537,2800.0,0.0016548463356973995,35% Bonus,0.0013854503631591797,4.76837158203125e-05,0.0028574466705322266,0.001486063003540039,0.005776643753051758
92F2C52C,-7900.0,0.0,-7900.0,0.0,0.0,0.0,1.0,2536,0.0,0.0,35% Bonus,0.0014157295227050781,4.887580871582031e-05,0.0028655529022216797,0.001508474349975586,0.005838632583618164
434EB631,9200.0,23.0,9200.0,23.0,1.0,0.0,0.0,2536,9200.0,0.03626330311391406,50% Discount,0.001421213150024414,5.936622619628906e-05,0.002994060516357422,0.001535177230834961,0.006009817123413086
CCE5330A,8100.0,4.5,8100.0,4.5,1.0,0.0,0.0,2536,8100.0,0.007094994087504926,35% Bonus,0.0013840198516845703,4.792213439941406e-05,0.0028684139251708984,0.0014259815216064453,0.005726337432861328
2567D20E,-2000.0,0.0,-2000.0,0.0,0.0,0.0,1.0,2536,0.0,0.0,35% Bonus,0.0014538764953613281,6.508827209472656e-05,0.002885580062866211,0.0015971660614013672,0.006001710891723633
84C7F4C5,4700.0,5.222222222222222,4700.0,5.222222222222222,0.0,1.0,0.0,2535,4700.0,0.006177707676130389,35% Bonus,0.001399993896484375,8.96453857421875e-05,0.0029349327087402344,0.0018069744110107422,0.006231546401977539
3CB06B20,6900.0,3.6315789473684212,6900.0,3.6315789473684212,1.0,0.0,0.0,2535,6900.0,0.00572804250373568,35% Bonus,0.0013432502746582031,6.413459777832031e-05,0.0028543472290039062,0.0016515254974365234,0.005913257598876953
6CF35330,8700.0,29.0,8700.0,29.0,0.0,1.0,0.0,2534,8700.0,0.03431952662721893,50% Discount,0.0013284683227539062,6.389617919921875e-05,0.0030088424682617188,0.0016901493072509766,0.00609135627746582
BE4B1889,-6500.0,0.0,-6500.0,0.0,0.0,0.0,1.0,2534,0.0,0.0,35% Bonus,0.0012927055358886719,8.153915405273438e-05,0.003031492233276367,0.0017595291137695312,0.006165266036987305
0C29817B,-8800.0,0.0,-8800.0,0.0,0.0,0.0,1.0,2533,0.0,0.0,35% Bonus,0.0012845993041992188,7.987022399902344e-05,0.003001689910888672,0.0016624927520751953,0.006028652191162109
B3D37DD7,5000.0,25.0,5000.0,25.0,1.0,0.0,0.0,2533,5000.0,0.039463299131807426,35% Bonus,0.00128173828125,6.413459777832031e-05,0.003008127212524414,0.0016770362854003906,0.006031036376953125
CB819F1C,-1000.0,0.0,-1000.0,0.0,0.0,0.0,1.0,2533,0.0,0.0,35% Bonus,0.0013096332550048828,6.532669067382812e-05,0.0029039382934570312,0.0017037391662597656,0.005982637405395508
8303F46E,6400.0,3.5555555555555554,6400.0,3.5555555555555554,0.0,1.0,0.0,2533,6400.0,0.004209418574059458,35% Bonus,0.001306295394897461,6.365776062011719e-05,0.002978086471557617,0.0016505718231201172,0.0059986114501953125
141D2CF5,6300.0,5.7272727272727275,6300.0,5.7272727272727275,0.0,1.0,0.0,2532,6300.0,0.00678318917560923,35% Bonus,0.0012946128845214844,6.4849853515625e-05,0.0030143260955810547,0.0014624595642089844,0.0058362483978271484
76F0942D,6200.0,62.0,6200.0,62.0,1.0,0.0,0.0,2532,6200.0,0.09790761942360836,50% Discount,0.001283407211303711,6.341934204101562e-05,0.002997159957885742,0.0017693042755126953,0.006113290786743164
EDBD5B25,6300.0,4.5,6300.0,4.5,0.0,1.0,0.0,2532,6300.0,0.005329648637978681,35% Bonus,0.0013175010681152344,6.532669067382812e-05,0.0029990673065185547,0.0016410350799560547,0.006022930145263672
589101BF,-2300.0,0.0,-2300.0,0.0,0.0,0.0,1.0,2531,0.0,0.0,35% Bonus,0.0012707710266113281,5.459785461425781e-05,0.0029816627502441406,0.0016427040100097656,0.005949735641479492
8F55E5FD,6600.0,6.0,6600.0,6.0,0.0,1.0,0.0,2531,6600.0,0.007109004739336491,35% Bonus,0.0012845993041992188,6.556510925292969e-05,0.0028600692749023438,0.0016291141510009766,0.005839347839355469
2567D20E,3900.0,2.45,3900.0,2.45,0.0,0.5,0.5,2530,0.0,0.002903990517581983,35% Bonus,0.0014293193817138672,5.8650970458984375e-05,0.0029442310333251953,0.0016062259674072266,0.0060384273529052734
96E9CB29,-1800.0,0.0,-1800.0,0.0,0.0,0.0,1.0,2530,0.0,0.0,35% Bonus,0.0012917518615722656,6.437301635742188e-05,0.002996683120727539,0.0015194416046142578,0.005872249603271484
EC3BDD69,-4100.0,0.0,-4100.0,0.0,0.0,0.0,1.0,2529,0.0,0.0,35% Bonus,0.0012998580932617188,6.341934204101562e-05,0.002989053726196289,0.0017254352569580078,0.006077766418457031
19ED018D,4100.0,6.833333333333333,4100.0,6.833333333333333,1.0,0.0,0.0,2529,4100.0,0.01080368906455863,35% Bonus,0.0012705326080322266,8.654594421386719e-05,0.0028791427612304688,0.0015676021575927734,0.005803823471069336
65BECAA8,-5400.0,0.0,-5400.0,0.0,0.0,0.0,1.0,2529,0.0,0.0,35% Bonus,0.0012996196746826172,6.318092346191406e-05,0.0029506683349609375,0.0014760494232177734,0.005789518356323242
9857F1CD,1700.0,1.2142857142857142,1700.0,1.2142857142857142,0.0,1.0,0.0,2527,1700.0,0.001441003616636528,35% Bonus,0.0013141632080078125,6.389617919921875e-05,0.002976655960083008,0.0017523765563964844,0.0061070919036865234
A67C5D0B,-4500.0,0.0,-4500.0,0.0,0.0,0.0,1.0,2527,0.0,0.0,35% Bonus,0.0012831687927246094,6.365776062011719e-05,0.0030078887939453125,0.0015735626220703125,0.0059282779693603516
92EE8B9C,-5300.0,0.0,-5300.0,0.0,0.0,0.0,1.0,2526,0.0,0.0,35% Bonus,0.0012755393981933594,8.177757263183594e-05,0.0028810501098632812,0.001547098159790039,0.005785465240478516
92DC309C,2600.0,3.25,2600.0,3.25,0.0,1.0,0.0,2525,2600.0,0.003859857482185273,35% Bonus,0.001287221908569336,6.341934204101562e-05,0.002958536148071289,0.0017437934875488281,0.006052970886230469
3F660E7D,9100.0,7.583333333333333,9100.0,7.583333333333333,1.0,0.0,0.0,2525,9100.0,0.012008445500131958,35% Bonus,0.001272439956665039,6.318092346191406e-05,0.003002166748046875,0.0014014244079589844,0.0057392120361328125
C14477EB,8800.0,9.777777777777779,8800.0,9.777777777777779,0.0,1.0,0.0,2524,8800.0,0.011617161716171618,35% Bonus,0.001294851303100586,7.271766662597656e-05,0.002889394760131836,0.0015485286712646484,0.005805492401123047
245EB671,-1300.0,0.0,-1300.0,0.0,0.0,0.0,1.0,2524,0.0,0.0,35% Bonus,0.001275777816772461,6.341934204101562e-05,0.0029387474060058594,0.0016715526580810547,0.005949497222900391
73CDC6F0,2000.0,2.0,2000.0,2.0,0.0,1.0,0.0,2521,2000.0,0.002379064234734338,35% Bonus,0.001270294189453125,6.365776062011719e-05,0.002965211868286133,0.0016236305236816406,0.005922794342041016
D2A0CA57,1900.0,9.5,1900.0,9.5,0.0,1.0,0.0,2520,1900.0,0.011305037683458944,35% Bonus,0.001316070556640625,6.413459777832031e-05,0.002968311309814453,0.00157928466796875,0.0059278011322021484
B17CB563,-8900.0,0.0,-8900.0,0.0,0.0,0.0,1.0,2520,0.0,0.0,35% Bonus,0.0012705326080322266,8.368492126464844e-05,0.0028853416442871094,0.0016741752624511719,0.005913734436035156
B26355A5,-9900.0,0.0,-9900.0,0.0,0.0,0.0,1.0,2519,0.0,0.0,35% Bonus,0.001283407211303711,6.461143493652344e-05,0.002851724624633789,0.0014641284942626953,0.005663871765136719
5F25361C,-8500.0,0.0,-8500.0,0.0,0.0,0.0,1.0,2519,0.0,0.0,35% Bonus,0.001312255859375,7.295608520507812e-05,0.0028934478759765625,0.001458883285522461,0.0057375431060791016
7B78E143,4100.0,8.2,4100.0,8.2,0.0,1.0,0.0,2519,4100.0,0.00976190476190476,35% Bonus,0.0013000965118408203,6.246566772460938e-05,0.003009319305419922,0.0017135143280029297,0.006085395812988281
2085BB17,9900.0,5.5,9900.0,5.5,1.0,0.0,0.0,2518,9900.0,0.008733624454148473,35% Bonus,0.0012803077697753906,6.4849853515625e-05,0.0028438568115234375,0.0015795230865478516,0.005768537521362305
61A2669E,9200.0,18.4,9200.0,18.4,0.0,1.0,0.0,2518,9200.0,0.021913457721317982,50% Discount,0.0013065338134765625,7.295608520507812e-05,0.0028781890869140625,0.0015370845794677734,0.0057947635650634766
F74FC69A,9600.0,16.0,9600.0,16.0,1.0,0.0,0.0,2517,9600.0,0.025416997617156472,50% Discount,0.0012850761413574219,6.365776062011719e-05,0.002972841262817383,0.0016963481903076172,0.006017923355102539
6D6C9C03,6700.0,13.4,6700.0,13.4,1.0,0.0,0.0,2517,6700.0,0.021286735504368545,35% Bonus,0.0012784004211425781,6.365776062011719e-05,0.0030057430267333984,0.0016193389892578125,0.005967140197753906
6044BA19,8500.0,14.166666666666666,8500.0,14.166666666666666,0.0,1.0,0.0,2517,8500.0,0.016878474980142968,35% Bonus,0.001338958740234375,6.4849853515625e-05,0.002895355224609375,0.0014524459838867188,0.005751609802246094
13A0FF53,2100.0,1.5,2100.0,1.5,1.0,0.0,0.0,2517,2100.0,0.002382843526608419,35% Bonus,0.0012903213500976562,6.341934204101562e-05,0.002872943878173828,0.0017104148864746094,0.005937099456787109
D5F07DA4,7500.0,4.411764705882353,7500.0,4.411764705882353,0.0,1.0,0.0,2516,7500.0,0.005258360793661922,35% Bonus,0.0012824535369873047,6.270408630371094e-05,0.0028629302978515625,0.0016293525695800781,0.005837440490722656
